AA,24,CMI,4049,DFW,3670,Y,0,ER4
AA,24,CMI,4049,ORD,3830,Y,0,ER4 ERD
AA,24,DFW,3670,CMI,4049,Y,0,ER4
AA,24,ORD,3830,CMI,4049,Y,0,ER4 ERD
US,5265,CMI,4049,DFW,3670,Y,0,ER4
US,5265,CMI,4049,ORD,3830,NA,0,ERD ER4
US,5265,DFW,3670,CMI,4049,Y,0,ER4
US,5265,ORD,3830,CMI,4049,NA,0,ER4 ERD
US,5265,ORD,3830,DFW,3670,Y,0,M80 M83 738
AA,24,DFW,3670,ORD,3830,NA,0,M80 M83
